pathway,rep,mean_diff,P
FoxO signaling pathway,17,0.060039525851417086,0.5347719955651651
FoxO signaling pathway,18,-0.07607934248050452,0.6497280933131868
FoxO signaling pathway,19,-0.04221629320049715,0.8406680554528617
FoxO signaling pathway,20,0.0681044826575375,0.7946250443536416
FoxO signaling pathway,21,0.24118408628839216,0.06698451184134509
FoxO signaling pathway,22,-0.21942311391859526,0.127455699412083
FoxO signaling pathway,23,-0.07221340218213093,0.5931788243337852
FoxO signaling pathway,24,-0.383943177701001,0.003488279940820913
FoxO signaling pathway,25,-0.0799243352867552,0.6200429474704885
FoxO signaling pathway,26,0.05633005764408504,0.5242830821355335
FoxO signaling pathway,27,0.23732698946609984,0.05947835158282551
FoxO signaling pathway,28,0.009124422247944634,0.4754445535378733
FoxO signaling pathway,29,-0.274095109938948,0.02221223883618028
FoxO signaling pathway,30,-0.05204657098429921,0.8733620031437747
FoxO signaling pathway,31,0.2135616735932947,0.11588808958111547
FoxO signaling pathway,32,0.043752965156744525,0.625705709353862
FoxO signaling pathway,33,-0.11007047876872171,0.258415673768558
FoxO signaling pathway,34,0.12061428856978167,0.3450047311639136
FoxO signaling pathway,35,0.027117832160317604,0.742011022943488
FoxO signaling pathway,36,-0.2641271879605055,0.03722598551081523
FoxO signaling pathway,37,0.13686365738773043,0.3927637027736104
FoxO signaling pathway,38,0.1702279953948775,0.2249605896657757
FoxO signaling pathway,39,-0.34463715187895927,0.008079023972240721
FoxO signaling pathway,40,0.08418233290642065,0.49346115718921857
FoxO signaling pathway,41,-0.08464576954798902,0.258415673768558
FoxO signaling pathway,42,0.06996555286902709,0.25239111664100866
FoxO signaling pathway,43,-0.27598288120751724,0.06698451184134509
FoxO signaling pathway,44,-0.14505739994715472,0.2249605896657757
FoxO signaling pathway,45,-0.180161865798751,0.22252160285022626
FoxO signaling pathway,46,-0.33299924658271646,0.05287973712220749
FoxO signaling pathway,47,0.0811215151311968,0.4089278615454728
FoxO signaling pathway,48,0.011463924814446212,0.9955265510563472
FoxO signaling pathway,49,-0.03335810037531872,0.9597558276590519
Hippo signaling pathway,0,0.36179414892233797,0.006480240639169439
Hippo signaling pathway,1,-0.2563697955459017,0.15326366155199492
Hippo signaling pathway,2,0.13100603604186145,0.5108068620957645
Hippo signaling pathway,3,0.2423932984910637,0.16512171220699612
Hippo signaling pathway,4,0.12852205877688871,0.6811542692274684
Hippo signaling pathway,5,-0.10157478247373636,0.49954692907633547
Hippo signaling pathway,6,-0.16981912403539348,0.267984035202706
Hippo signaling pathway,7,0.10999056236084842,0.4685367924548427
Hippo signaling pathway,8,-0.2955416371898132,0.04215203486651671
Hippo signaling pathway,9,0.16496702888771153,0.2871178202732305
Hippo signaling pathway,10,-4.341115471052334e-05,0.9342506386766034
Hippo signaling pathway,11,0.13418257301503428,0.27850294649141016
Hippo signaling pathway,12,0.15296795741103836,0.24581278392600625
Hippo signaling pathway,13,-0.004681940256701353,0.9891361884839144
Hippo signaling pathway,14,-0.08883833538346049,0.779836310295569
Hippo signaling pathway,15,-0.18560991182954015,0.24128008097059161
Hippo signaling pathway,16,0.02453627471302187,0.8231730796588689
Hippo signaling pathway,17,0.025597577523513305,0.9623090472688717
Hippo signaling pathway,18,-0.13932000464410088,0.300374166044278
Hippo signaling pathway,19,0.22022899681819555,0.04602410120884669
Hippo signaling pathway,20,0.1427876865881236,0.20425943543310376
Hippo signaling pathway,21,-0.1231608004087507,0.28494742304755294
Hippo signaling pathway,22,0.08261567847339826,0.4481506127673739
Hippo signaling pathway,23,-0.34301966184218147,0.019471555173415735
Hippo signaling pathway,24,0.08071284207064665,0.4443254621122352
Hippo signaling pathway,25,-0.1225437517552169,0.2988814119929166
Hippo signaling pathway,26,-0.04260210712474354,0.6764618012456036
Hippo signaling pathway,27,0.08352017079621393,0.5998447636114543
Hippo signaling pathway,28,-0.09263303619138522,0.5592914722164841
Hippo signaling pathway,29,-0.22172650323194895,0.1079422551447171
Hippo signaling pathway,30,0.02174098608880419,0.4558567547344078
Hippo signaling pathway,31,0.194944140855732,0.203119823938141
Hippo signaling pathway,32,0.03592088431864683,0.8181902139766017
Hippo signaling pathway,33,0.20685486632723796,0.10619795720276372
Hippo signaling pathway,34,-0.06071940864549251,0.6823293254031824
Hippo signaling pathway,35,0.019547260324499074,0.7505015737564675
Hippo signaling pathway,36,0.059351563459140444,0.6578188063355158
Hippo signaling pathway,37,-0.01570637317224944,0.8847326881837639
Hippo signaling pathway,38,-0.0029176370272620327,0.9088127672235693
Hippo signaling pathway,39,0.028359042949611626,0.8872628194220294
Hippo signaling pathway,40,0.05421981988380062,0.3735421290240598
Hippo signaling pathway,41,-0.11115290050280842,0.25372137302128506
Hippo signaling pathway,42,-0.001914047221784309,0.7347582710310621
Hippo signaling pathway,43,0.17854864571192516,0.1399022574376524
Hippo signaling pathway,44,0.22474467057036868,0.09210386739388919
Hippo signaling pathway,45,0.14696503793727636,0.41531934721050245
Hippo signaling pathway,46,-0.054283232032769725,0.7921549658142019
Hippo signaling pathway,47,-0.11653379819151147,0.38133406693849226
Hippo signaling pathway,48,-0.05928126570324439,0.7395908556870263
Hippo signaling pathway,49,0.18101295910049436,0.2471187385544762
Wnt signaling pathway,0,0.2049392332297233,0.21119488712134082
Wnt signaling pathway,1,0.40570877988868426,0.0018102962960448946
Wnt signaling pathway,2,0.38183934802698216,0.003923729711150062
Wnt signaling pathway,3,0.41103208227403865,0.0057363281697235344
Wnt signaling pathway,4,-0.0023358960053571536,0.9597558276590519
Wnt signaling pathway,5,0.34054453656153905,0.01763367619164273
Wnt signaling pathway,6,0.01447536793216151,0.9469964429980682
Wnt signaling pathway,7,0.017400995915757698,0.5337183601001061
Wnt signaling pathway,8,0.15617285478852871,0.32809273697437835
Wnt signaling pathway,9,0.29013986803223435,0.1079422551447171
Wnt signaling pathway,10,0.29642192195411066,0.020758440702300214
Wnt signaling pathway,11,-0.052867018175282214,0.746858996697891
Wnt signaling pathway,12,-0.1358211394961902,0.4774284121527973
Wnt signaling pathway,13,0.4492558297299787,0.0006581356094051109
Wnt signaling pathway,14,0.09807487262987406,0.6647857968092374
Wnt signaling pathway,15,-0.07347730658279227,0.8746241658561446
Wnt signaling pathway,16,-0.21687837450564496,0.27850294649141016
Wnt signaling pathway,17,-0.18705574172696665,0.19252375768356145
Wnt signaling pathway,18,-0.07534127399170204,0.24063738697035697
Wnt signaling pathway,19,0.09531393243773328,0.35408137029462927
Wnt signaling pathway,20,0.10612757688376892,0.42734463077998275
Wnt signaling pathway,21,-0.14201406530457739,0.40711253189153784
Wnt signaling pathway,22,0.16616974204189522,0.3409284828162952
Wnt signaling pathway,23,0.1997465103107494,0.1399022574376524
Wnt signaling pathway,24,-0.22252438235165625,0.09056740147459719
Wnt signaling pathway,25,0.28863138004402994,0.06056864921815245
Wnt signaling pathway,26,0.10531310852162518,0.5843440873775316
Wnt signaling pathway,27,0.07470755538115643,0.5712080188348347
Wnt signaling pathway,28,0.014774280166642447,0.8494457181369557
Wnt signaling pathway,29,-0.3630114039575291,0.01740553196971054
Wnt signaling pathway,30,-0.19927328883069484,0.15604876481480073
Wnt signaling pathway,31,0.26120031218491613,0.07317617527205181
Wnt signaling pathway,32,0.00816258958394839,0.8469358594223297
Wnt signaling pathway,33,0.11307447426144993,0.48041267313958
Wnt signaling pathway,34,0.051160463832862255,0.6964893883856045
Wnt signaling pathway,35,-0.09841773472959375,0.5108068620957645
Wnt signaling pathway,36,-0.06398328003219358,0.5887538044929601
Wnt signaling pathway,37,-0.0493468835387004,0.7675726912755514
Wnt signaling pathway,38,-0.1855266699584799,0.21002730269731917
Wnt signaling pathway,39,0.19805641455907427,0.25172781461044513
Wnt signaling pathway,40,0.22197196094527002,0.07343326970806664
Wnt signaling pathway,41,0.21947610091838518,0.2419239825050914
Wnt signaling pathway,42,-0.1080360100150866,0.4774284121527973
Wnt signaling pathway,43,-0.4869566736269227,0.0005849718773660914
Wnt signaling pathway,44,-0.2571362587963535,0.07499139174276329
Wnt signaling pathway,45,-0.12586985804334863,0.27285839896773056
Wnt signaling pathway,46,-0.050634000146250864,0.4481506127673739
Wnt signaling pathway,47,0.11206409840966325,0.4834070712096926
Wnt signaling pathway,48,-0.23272441048201475,0.0755167266126766
Wnt signaling pathway,49,0.2597274422972833,0.07657640766171457
Notch signaling pathway,0,0.22091771723747877,0.18129138784846266
Notch signaling pathway,1,0.03789990585441212,0.5657764416920884
Notch signaling pathway,2,-0.29155813967367494,0.07657640766171457
Notch signaling pathway,3,-0.02513460539887156,0.5253272098261426
Notch signaling pathway,4,0.24159904469059001,0.1607756899680155
Notch signaling pathway,5,0.05958476127822796,0.6065443997360356
Notch signaling pathway,6,-0.26181269546881436,0.04690437164673378
Notch signaling pathway,7,-0.05586238483349146,0.7724713488165849
Notch signaling pathway,8,0.3988824826850744,0.0276781739256091
Notch signaling pathway,9,0.026459162019326143,0.8758866476338915
Notch signaling pathway,10,0.2520211297614767,0.1021027943884537
Notch signaling pathway,11,0.30146827349202576,0.011090960345827435
Notch signaling pathway,12,0.13886687395365666,0.24974520677165313
Notch signaling pathway,13,-0.16848880581679898,0.16856264158740053
Notch signaling pathway,14,-0.00851607032252175,0.7602421399643451
Notch signaling pathway,15,0.013186076557350674,0.8444275523977408
Notch signaling pathway,16,0.06098222183683832,0.6416784764594163
Notch signaling pathway,17,-0.3298561066234792,0.047260424744811555
Notch signaling pathway,18,0.13413040030839024,0.3458236954777236
Notch signaling pathway,19,-0.019975125171766465,0.9227937142383331
Notch signaling pathway,20,0.2241959749060241,0.19472004470307613
Notch signaling pathway,21,-0.1791979415138022,0.17155460510641907
Notch signaling pathway,22,-0.15148977645660397,0.28857093530988576
Notch signaling pathway,23,-0.22667538563076325,0.06965356051193522
Notch signaling pathway,24,-0.12087768706353569,0.40711253189153784
Notch signaling pathway,25,0.04196669326523035,0.7480725654377741
Notch signaling pathway,26,0.03032946399542288,0.6589779300660041
Notch signaling pathway,27,-0.1107364084301826,0.31403231016136146
Notch signaling pathway,28,-0.1751940300302874,0.25909117145518135
Notch signaling pathway,29,0.020058643360302428,0.5987314215989427
Notch signaling pathway,30,-0.0005288477180530303,0.843173988511969
Notch signaling pathway,31,0.05956739781038738,0.8107297271774061
Notch signaling pathway,32,-0.31644053879942247,0.03386103357882059
Notch signaling pathway,33,0.029774998109108063,0.9495473377754128
Notch signaling pathway,34,-0.32680215027371545,0.021840725051416494
Notch signaling pathway,35,-0.09709522600517104,0.5976190176972691
Notch signaling pathway,36,0.004258194544583735,0.9380727602991655
Notch signaling pathway,37,-0.11902790424448831,0.5582141617178178
Notch signaling pathway,38,-0.3948570024591954,0.0032620752493639823
Notch signaling pathway,39,-0.6145956154103049,1.3615491535378834e-05
Notch signaling pathway,40,0.08619726968384256,0.4646145806963683
Notch signaling pathway,41,0.02265377546672547,0.6601378735402911
Notch signaling pathway,42,-0.19983681664711572,0.27076200938195916
Notch signaling pathway,43,-0.24413931441644976,0.09429002077908157
Notch signaling pathway,44,0.08447031610587896,0.485408951065035
Notch signaling pathway,45,0.108155281776637,0.40169545559622244
Notch signaling pathway,46,0.02485961287183211,0.6497280933131868
Notch signaling pathway,47,-0.0035374822834065463,0.5432386742490749
Notch signaling pathway,48,-0.04391038913417395,0.5528427945502905
Notch signaling pathway,49,-0.24972935861163104,0.14557782852935325
Hedgehog signaling pathway,0,-0.0023598560448390765,0.9406216397538598
Hedgehog signaling pathway,1,0.01704056998894268,0.7251247157505283
Hedgehog signaling pathway,2,0.039178069472069116,0.7896869717478153
Hedgehog signaling pathway,3,-0.08679454553959404,0.7480725654377741
Hedgehog signaling pathway,4,-0.16373355989356417,0.300374166044278
Hedgehog signaling pathway,5,-0.15935372345362767,0.18657794518302984
Hedgehog signaling pathway,6,-0.31423742827394463,0.0071024792485924635
Hedgehog signaling pathway,7,-0.02382792874001025,0.9942484424654068
Hedgehog signaling pathway,8,-0.006237078543322663,0.9916922728394197
Hedgehog signaling pathway,9,0.07022028823529089,0.4107480002763553
Hedgehog signaling pathway,10,0.0576777421027122,0.43862282262353436
Hedgehog signaling pathway,11,-0.40560218078150534,0.007927152544818324
Hedgehog signaling pathway,12,-0.11163788868517006,0.5077228733759351
Hedgehog signaling pathway,13,0.0043639158210378795,0.4874153102655666
Hedgehog signaling pathway,14,-0.5629841482673555,2.0862000627556185e-05
Hedgehog signaling pathway,15,-0.13726340052041297,0.22927465419670967
Hedgehog signaling pathway,16,0.09574908304479418,0.6428258752224734
Hedgehog signaling pathway,17,-0.17385374747565022,0.13481582800929354
Hedgehog signaling pathway,18,-0.4996292538344049,0.0005919321252698732
Hedgehog signaling pathway,19,-0.047108159460733504,0.7323458976481958
Hedgehog signaling pathway,20,0.2604476928833907,0.02365478850211088
Hedgehog signaling pathway,21,-0.028847330535729923,0.7651268266167861
Hedgehog signaling pathway,22,0.029719670615362088,0.6694466430109378
Hedgehog signaling pathway,23,-0.19950880288548925,0.13691752713817884
Hedgehog signaling pathway,24,0.09806633260066443,0.38746290421938656
Hedgehog signaling pathway,25,-0.2848871170418247,0.0341311491415566
Hedgehog signaling pathway,26,-0.1297960967660032,0.44527999899987325
Hedgehog signaling pathway,27,-0.2930924836962685,0.026895492256580656
Hedgehog signaling pathway,28,-0.11070333812686756,0.2827881500239169
Hedgehog signaling pathway,29,-0.2577815968650269,0.23427672282391554
Hedgehog signaling pathway,30,0.202183319585358,0.16806781165266937
Hedgehog signaling pathway,31,0.07661836710139559,0.4568252367115304
Hedgehog signaling pathway,32,0.03590061398643003,0.9291568483602577
Hedgehog signaling pathway,33,-0.12843830052975147,0.20712879961628372
Hedgehog signaling pathway,34,-0.1261309340262797,0.7432220656374495
Hedgehog signaling pathway,35,0.030741995323902704,0.5887538044929601
Hedgehog signaling pathway,36,0.2659901429666259,0.028947778790677697
Hedgehog signaling pathway,37,-0.18092645830044743,0.18711280126014274
Hedgehog signaling pathway,38,-0.031182240252021168,0.8494457181369557
Hedgehog signaling pathway,39,-0.009325933845451074,0.8733620031437747
Hedgehog signaling pathway,40,-0.011636669549214886,0.8219266862706189
Hedgehog signaling pathway,41,-0.0738830006018717,0.5854450750239764
Hedgehog signaling pathway,42,0.06593282191172145,0.46559341763175366
Hedgehog signaling pathway,43,-0.12542711779210156,0.34418700477290665
Hedgehog signaling pathway,44,0.10774597496868418,0.4144026808862412
Hedgehog signaling pathway,45,-0.13841815647744782,0.38046340189207084
Hedgehog signaling pathway,46,0.2021562617764718,0.1602981842331097
Hedgehog signaling pathway,47,-0.2742517827799621,0.04231446374887198
Hedgehog signaling pathway,48,-0.16099727092555918,0.4236231077689574
Hedgehog signaling pathway,49,0.22143211801056667,0.08462657912115926
JAK-STAT signaling pathway,0,-0.03864724837568905,0.5295143334903742
JAK-STAT signaling pathway,1,0.21430028785710786,0.15745563668875417
JAK-STAT signaling pathway,2,0.10463865565999443,0.4367313311149107
JAK-STAT signaling pathway,3,0.09803358201260737,0.5832440641286252
JAK-STAT signaling pathway,4,-0.0387003288887266,0.6624602101187793
JAK-STAT signaling pathway,5,0.06861765680813486,0.6462731784599196
JAK-STAT signaling pathway,6,-0.17350526062463822,0.3132629721912753
JAK-STAT signaling pathway,7,0.2823539011590255,0.11588808958111547
JAK-STAT signaling pathway,8,0.17774814322512356,0.21178043629050458
JAK-STAT signaling pathway,9,-0.16519892291648297,0.4587656647704442
JAK-STAT signaling pathway,10,-0.3927270552845805,0.006112962526913358
JAK-STAT signaling pathway,11,-0.0689467799926988,0.48641157140801794
JAK-STAT signaling pathway,12,-0.15109816908791435,0.2563965095876082
JAK-STAT signaling pathway,13,0.011531002385141266,0.6929392080416679
JAK-STAT signaling pathway,14,-0.055667706025742496,0.6671146142561986
JAK-STAT signaling pathway,15,-0.12305491041789567,0.7408006187040853
JAK-STAT signaling pathway,16,-0.16893087586198127,0.24063738697035697
JAK-STAT signaling pathway,17,0.11638188136465713,0.31789762714654735
JAK-STAT signaling pathway,18,0.11606366451970584,0.33768978434125596
JAK-STAT signaling pathway,19,0.16860415719596905,0.2959107825267715
JAK-STAT signaling pathway,20,0.12791563418409824,0.2735596563521073
JAK-STAT signaling pathway,21,-0.031131197120969508,0.9776355673827242
JAK-STAT signaling pathway,22,-0.1734172701312646,0.12586336886954197
JAK-STAT signaling pathway,23,0.02597808046916209,0.8645360628942248
JAK-STAT signaling pathway,24,-0.1645161788911486,0.2624870034463268
JAK-STAT signaling pathway,25,-0.16365803229579784,0.43296247707320434
JAK-STAT signaling pathway,26,0.07832557364716988,0.5625294451558007
JAK-STAT signaling pathway,27,-0.23408032992444094,0.13109571413495688
JAK-STAT signaling pathway,28,0.12624177401317468,0.3918771966549939
JAK-STAT signaling pathway,29,0.03874471161322414,0.6823293254031824
JAK-STAT signaling pathway,30,0.04361115925169881,0.8657959038818899
JAK-STAT signaling pathway,31,0.23822517160191298,0.09748504296257532
JAK-STAT signaling pathway,32,-0.2822537738574351,0.04150758495013698
JAK-STAT signaling pathway,33,0.2311194873494546,0.15006234181175482
JAK-STAT signaling pathway,34,-0.08025941440252536,0.2471187385544762
JAK-STAT signaling pathway,35,-0.26644866678787926,0.022589236255076712
JAK-STAT signaling pathway,36,-0.15957809668636674,0.23871654396595832
JAK-STAT signaling pathway,37,-0.12213136581018368,0.4894261381941155
JAK-STAT signaling pathway,38,0.17597983492019995,0.15651665851208127
JAK-STAT signaling pathway,39,-0.021874340382889473,0.8344103358938719
JAK-STAT signaling pathway,40,0.07558472795735062,0.41165987117761094
JAK-STAT signaling pathway,41,0.3415298534950848,0.007814932301502816
JAK-STAT signaling pathway,42,-0.08709906184720813,0.47941679142541826
JAK-STAT signaling pathway,43,0.2810334498585977,0.07818863272306205
JAK-STAT signaling pathway,44,0.19476048652519612,0.15142803527256174
JAK-STAT signaling pathway,45,0.13330531312932545,0.3633074380500897
JAK-STAT signaling pathway,46,-0.12056560919018763,0.2618053896942547
JAK-STAT signaling pathway,47,0.12560712908401384,0.37096687207324164
JAK-STAT signaling pathway,48,0.12162938208429239,0.4558567547344078
JAK-STAT signaling pathway,49,0.16169844346087048,0.15511616214004356
TGF-beta signaling pathway,0,0.1342795916692646,0.29739361790707397
TGF-beta signaling pathway,1,0.05730695654920604,0.6211737132172439
TGF-beta signaling pathway,2,-0.1999832560300547,0.203119823938141
TGF-beta signaling pathway,3,0.3272238665434488,0.0025920649398640896
TGF-beta signaling pathway,4,0.07806511742747965,0.5539150372664895
TGF-beta signaling pathway,5,-0.37880321907463227,0.015740774003232746
TGF-beta signaling pathway,6,0.00698753290615899,0.9750804208147997
TGF-beta signaling pathway,7,0.1769268932621636,0.1997287843300002
TGF-beta signaling pathway,8,-0.2349836062744295,0.04816051389118154
TGF-beta signaling pathway,9,-0.1314222088232992,0.23935561909399006
TGF-beta signaling pathway,10,0.23452730848503264,0.17055289850197064
TGF-beta signaling pathway,11,-0.04477300890503047,0.8344103358938719
TGF-beta signaling pathway,12,0.07145878992764444,0.5087497825375422
TGF-beta signaling pathway,13,0.2297946169295307,0.08845106210946356
TGF-beta signaling pathway,14,0.12835358202679792,0.4491098149454228
TGF-beta signaling pathway,15,0.004895769970055926,0.8923265047595759
TGF-beta signaling pathway,16,-0.31955877931773635,0.013118011931184911
TGF-beta signaling pathway,17,-0.2808373959352607,0.03621632684040322
TGF-beta signaling pathway,18,-0.1322264617888901,0.3257213954815974
TGF-beta signaling pathway,19,-0.14193746164539206,0.2777930646083635
TGF-beta signaling pathway,20,-0.05961492966984207,0.8961271633875962
TGF-beta signaling pathway,21,0.026501272997411816,0.5898586298406456
TGF-beta signaling pathway,22,0.2843964755424677,0.10176728353201887
TGF-beta signaling pathway,23,0.1384672678284935,0.5865470250857373
TGF-beta signaling pathway,24,-0.06748462904883336,0.6555030276720111
TGF-beta signaling pathway,25,-0.021578048239781943,0.9100826619454597
TGF-beta signaling pathway,26,-0.025950799161806183,0.7970971837515644
TGF-beta signaling pathway,27,0.12400424853586098,0.23807867386842085
TGF-beta signaling pathway,28,0.040044468574663386,0.6200429474704885
TGF-beta signaling pathway,29,-0.2104519319505004,0.26044583414037614
TGF-beta signaling pathway,30,-0.05184906475594042,0.39721443795954836
TGF-beta signaling pathway,31,-0.06702607568095369,0.6166560451965498
TGF-beta signaling pathway,32,-0.24929998627323838,0.14825605501761194
TGF-beta signaling pathway,33,-0.12810676499635468,0.40530201719216996
TGF-beta signaling pathway,34,0.0044257285013026915,0.6020742536895516
TGF-beta signaling pathway,35,-0.0006502660275288398,0.9024668524889021
TGF-beta signaling pathway,36,0.052508005829593585,0.7227230403186622
TGF-beta signaling pathway,37,0.13621611828339655,0.27285839896773056
TGF-beta signaling pathway,38,0.2451853296164125,0.041667910186891824
TGF-beta signaling pathway,39,-0.23919999641825437,0.19749118016291267
TGF-beta signaling pathway,40,0.09877920107740104,0.45488942893630424
TGF-beta signaling pathway,41,-0.12651529599677727,0.27992641077407865
TGF-beta signaling pathway,42,0.17867890563083544,0.2088643978202971
TGF-beta signaling pathway,43,-0.4420418335653102,0.0038446205053466703
TGF-beta signaling pathway,44,0.06142118384954456,0.6405319327076849
TGF-beta signaling pathway,45,-0.21369375968265064,0.15511616214004356
TGF-beta signaling pathway,46,-0.008852928456271386,0.8569843560089974
TGF-beta signaling pathway,47,-0.24335506522110595,0.07578051827204035
TGF-beta signaling pathway,48,-0.15861409626145956,0.267984035202706
TGF-beta signaling pathway,49,-0.36989426333040154,0.022875622177078118
NF-kappa B signaling pathway,0,-0.04402394529985745,0.466573399357028
NF-kappa B signaling pathway,1,0.04324557734823561,0.9189781778594569
NF-kappa B signaling pathway,2,-0.004329632369485916,0.9712481885879997
NF-kappa B signaling pathway,3,0.12825369082219837,0.417156269771382
NF-kappa B signaling pathway,4,0.07874053176117882,0.4975139208046082
NF-kappa B signaling pathway,5,-0.11302927265058818,0.37526509909432726
NF-kappa B signaling pathway,6,-0.0411334786478734,0.49245073544272033
NF-kappa B signaling pathway,7,0.3006421990819512,0.026785255412877775
NF-kappa B signaling pathway,8,-0.18120919363889482,0.16366331930570022
NF-kappa B signaling pathway,9,0.2776354478116194,0.03593217617285745
NF-kappa B signaling pathway,10,-0.2884946546656505,0.0221188488364349
NF-kappa B signaling pathway,11,0.18808258048583054,0.2036890495669732
NF-kappa B signaling pathway,12,-0.18271736410773298,0.3735421290240598
NF-kappa B signaling pathway,13,0.12689656411885644,0.28857093530988576
NF-kappa B signaling pathway,14,0.09008368766455989,0.4754445535378733
NF-kappa B signaling pathway,15,0.3190224637470168,0.026785255412877775
NF-kappa B signaling pathway,16,-0.09151617233649939,0.7263265699621654
NF-kappa B signaling pathway,17,0.24044949312542302,0.1082938214587763
NF-kappa B signaling pathway,18,-0.10044114982905063,0.41165987117761094
NF-kappa B signaling pathway,19,-0.10135160186523856,0.28135481115015193
NF-kappa B signaling pathway,20,-0.3821134782886587,0.005994768831306993
NF-kappa B signaling pathway,21,-0.031077150131993733,0.9240659590067416
NF-kappa B signaling pathway,22,0.09977377823759959,0.24063738697035697
NF-kappa B signaling pathway,23,-0.2771335966556516,0.11551720821317736
NF-kappa B signaling pathway,24,0.10145235573000735,0.57557106961808
NF-kappa B signaling pathway,25,-0.23966561601766467,0.050947610506863084
NF-kappa B signaling pathway,26,-0.008596928104072732,0.8244199192992413
NF-kappa B signaling pathway,27,-0.19739856643654424,0.2842264297064181
NF-kappa B signaling pathway,28,0.041102453076295745,0.8834680615564532
NF-kappa B signaling pathway,29,0.13406116593993397,0.6076642502483715
NF-kappa B signaling pathway,30,0.15150554242080666,0.30715296770292
NF-kappa B signaling pathway,31,-0.2636108247413408,0.10447608417652635
NF-kappa B signaling pathway,32,-0.257529427606537,0.12311413232807733
NF-kappa B signaling pathway,33,-0.1225213645578285,0.31019803745012553
NF-kappa B signaling pathway,34,0.14006587474714785,0.26867668577066894
NF-kappa B signaling pathway,35,0.2256318866385133,0.17055289850197064
NF-kappa B signaling pathway,36,-0.1501809870471801,0.10481867338522007
NF-kappa B signaling pathway,37,-0.0051112112310543285,0.6177841112789546
NF-kappa B signaling pathway,38,0.038721864210511464,0.96486265346458
NF-kappa B signaling pathway,39,-0.3760774762882577,0.015810132601942216
NF-kappa B signaling pathway,40,0.25426289737486285,0.10413438479574946
NF-kappa B signaling pathway,41,0.014542436351007186,0.9572030207797229
NF-kappa B signaling pathway,42,-0.08675419982731387,0.5263724004132546
NF-kappa B signaling pathway,43,0.27593975824841965,0.06056864921815245
NF-kappa B signaling pathway,44,0.09520271855556633,0.32967983760134745
NF-kappa B signaling pathway,45,-0.2469118038556263,0.04247742179598099
NF-kappa B signaling pathway,46,-0.17567474503648126,0.3210122336748711
NF-kappa B signaling pathway,47,0.1804937055044757,0.24451167617733283
NF-kappa B signaling pathway,48,0.07564677426847091,0.5549882971365988
NF-kappa B signaling pathway,49,0.09353271877152876,0.6009590416665803
TNF signaling pathway,0,0.005407036275229839,0.9138937117801275
TNF signaling pathway,1,0.22783899191618903,0.08149597293245825
TNF signaling pathway,2,0.14934758280601518,0.2735596563521073
TNF signaling pathway,3,0.02838216478387449,0.6729506645728149
TNF signaling pathway,4,-0.1571457852205365,0.32967983760134745
TNF signaling pathway,5,-0.10044415862715352,0.5295143334903742
TNF signaling pathway,6,-0.26413516783936775,0.046374525406562464
TNF signaling pathway,7,0.1425788233800076,0.3186744160481265
TNF signaling pathway,8,-0.08415600560064221,0.7167308364809226
TNF signaling pathway,9,-0.23803766026590564,0.2959107825267715
TNF signaling pathway,10,-0.10606667484256047,0.3822059538381658
TNF signaling pathway,11,-0.09856363138732213,0.4904332245819497
TNF signaling pathway,12,-0.04562237054607106,0.7311407002836381
TNF signaling pathway,13,0.2088964992162145,0.06674610352972668
TNF signaling pathway,14,0.027688090410354582,0.9240659590067416
TNF signaling pathway,15,-0.23187062299235572,0.18926355013259488
TNF signaling pathway,16,-0.17794016907410212,0.2863931180714284
TNF signaling pathway,17,-0.144390514722306,0.39721443795954836
TNF signaling pathway,18,0.0757721807523196,0.5603697908410301
TNF signaling pathway,19,0.06303294345801853,0.6858591078540515
TNF signaling pathway,20,0.13629346099095824,0.3822059538381658
TNF signaling pathway,21,0.1282537706648564,0.46559341763175366
TNF signaling pathway,22,0.07957427402099018,0.5887538044929601
TNF signaling pathway,23,0.2378603409777072,0.07499139174276329
TNF signaling pathway,24,0.018578690259999427,0.9355245152105018
TNF signaling pathway,25,-0.29388379964601574,0.03621632684040322
TNF signaling pathway,26,-0.21153050276512195,0.1740781298802193
TNF signaling pathway,27,0.014615897405044875,0.9968046711264704
TNF signaling pathway,28,0.2181881736508715,0.14646642364861695
TNF signaling pathway,29,0.17775145101454934,0.07873214209280668
TNF signaling pathway,30,0.3142098310693933,0.09878703660287565
TNF signaling pathway,31,-0.14854662422721288,0.2611250000774915
TNF signaling pathway,32,-0.16708996130872955,0.1941692573952668
TNF signaling pathway,33,-0.223282355388981,0.12079516766085852
TNF signaling pathway,34,-0.20675920180684104,0.13819062604437785
TNF signaling pathway,35,0.11965638960812981,0.39365142336194014
TNF signaling pathway,36,0.0013040871694068442,0.9597558276590519
TNF signaling pathway,37,-0.02930730130607143,0.9763579637737646
TNF signaling pathway,38,-0.11364620490204186,0.44527999899987325
TNF signaling pathway,39,-0.07108979636504698,0.4744543226186957
TNF signaling pathway,40,-0.12400514807025115,0.3515910872898206
TNF signaling pathway,41,0.024931731579376785,0.9559267802807303
TNF signaling pathway,42,0.0011124692473971562,0.7529330578644621
TNF signaling pathway,43,0.07271496922288222,0.42734463077998275
TNF signaling pathway,44,-0.051411680108724024,0.5485640308184627
TNF signaling pathway,45,-0.19515173242986777,0.1786901758210303
TNF signaling pathway,46,-0.06488211553356676,0.7946250443536416
TNF signaling pathway,47,0.007576656699748962,0.9993609325853882
